SMILES,logPapp,priority
Cc1cc(COc2ccc(NC(=O)[C@H]3NCCC[C@@H]3C(=O)NO)cc2)c2ccccc2n1,0.342423,1
CCCCc1ccc(-c2nc(C)c(/C(C)=N/N=C(N)N)s2)cc1,0.342423,1
CC(C)CC1C(=O)N2CCCC2C2C(C(C)C)C(NC(=O)C3C=C4c5cccc6c5C(CC4N(C)C3)C(Br)N6)C(=O)N12,0.324283,1
Cc1cc(COc2ccc(NC(=O)[C@@H]3[C@@H](C(=O)NO)CCCN3C)cc2)c2ccccc2n1,0.322219,1
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,0.31,1
Cn1c(N2CCCN(CC/C=C3/c4ccccc4COc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,0.579784,1
O=c1[nH]c2ccccc2n1CCCN1CCC(Nn2c(=O)[nH]c3cc(Cl)ccc32)CC1,0.579783,1
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0.566791,1
CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)NC)cc3)cc1)CC2,0.545307,1
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccnc-2c1O,0.536558,1
COc1ccc(-n2nc(C#N)c3ncn(-c4ccc(-c5ccccc5CN5CCCC5)cc4)c(=O)c32)cc1,0.491362,1
Cn1c(Cc2nc(O)cc(N3CCOCC3)n2)nc2cc(F)ccc21,0.491362,1
Cn1c(N2CCN(CCCN3c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,0.477121,1
COc1ccc2c(O[C@H]3C[C@H]4C(=O)NCCCC/C=C\[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5CC5)NC(=O)[C@@H]4C3)nc(-c3ccc(F)cc3)nc2c1C,0.477121,1
NC(=O)c1cccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(-c4ccccc4CN4CC[C@@H](O)C4)cc2)CC3)c1,0.462398,1
CCOC(=O)c1ccc(/C=C2\CNC/C(=C\c3ccc(C(=O)OCC)cc3)C2=O)cc1,0.450249,1
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Br)cnc-2c1O,0.448706,1
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,0.447158,1
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CC(N)=O)CC4)cc2)CC3)cc1,0.447158,1
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,0.435765,1
O=C(C[C@H]1CNC(=O)c2cc(-c3cccc(F)c3)cn21)N[C@H](CO)c1ccccc1,0.431364,1
Oc1cc(N2CCOCC2)nc(Cc2nc3ccccc3n2-c2ccccc2)n1,0.643453,1
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.641474,1
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,0.640084,1
Cc1cc2c(O)n(Cc3ccccc3C#N)c(N3CCC[C@@H](N)C3)nc-2n1,0.639486,1
Cn1ncc2cc(Cc3[nH]nc4ccc(C(=O)N5CC[C@H](O)C5)cc34)ccc21,0.633468,1
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1cccnc1)C(C)C,0.627366,1
O=C(Cc1nc(O)cc(N2CCOCC2)n1)N1CCc2c(-c3ccccn3)cccc21,0.623249,1
CC(C)NCC(O)COc1cccc(NS(C)(=O)=O)c1,0.623249,1
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(-c3ccncc3)cnc-2c1O,0.61595,1
O=C(Cc1nc(O)cc(N2CCOCC2)n1)N1CCc2c(OC(F)(F)F)cccc21,0.612784,1
CC(C)c1nnc2n1C[C@H](C)N(C(=O)c1cccc(C(F)(F)c3nnc(O)c4ccccc34)c1)C2,0.60206,1
CN1C(=O)NC(=O)[C@]12Cc1ccc(NC(=O)Cn3c(=O)n(C4CCOC4)c4ccccc43)cc1C2,0.60206,1
Cn1c(N2CCCN(CC/C=C3/c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,0.60206,1
O=C1NC(=O)N(C2OC(CO)C(O)C2O)CC1/C=C/Br,0.60206,1
CNC1(c2ccc(N3CCc4c(C(N)=O)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,0.591065,1
Cn1c(Cc2nc(O)cc(N3CCOCC3)n2)nc2cccc(-c3ccccc3)c21,0.591065,1
O=C(Cc1nc(O)cc(N2CCOCC2)n1)N1CCc2c(F)cccc21,0.732394,1
CC(C)CCOC(=O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,0.732394,1
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,0.711807,1
C[C@@H]1Cc2ccccc2N1C(=O)Cc1nc(O)cc(N2CCOCC2)n1,0.70757,1
N#Cc1cccnc1N1CCN(C(=O)c2cccc(C(F)(F)c3nnc(O)c4ccccc34)c2)CC1,0.69897,1
COc1cc(CNC(=O)[C@@H](CC2CCCCC2)N/C(N)=N/C(=O)Cc2ccc(OC)c(OC)c2)ccc1F,0.69897,1
CNC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,0.690196,1
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0.690196,1
C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(O)cc(N2CCOCC2)n1,0.681241,1
Cn1c(N2CCCN(CC/C=C3/c4ccccc4CCc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,0.681241,1
Cn1c(N2CCN(CC/C=C3\c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,0.672098,1
COc1ccc(-n2nc(C#N)c3c2C(=O)N(c2ccc(C4(CN(C)C)CC4)cc2)CC3)cc1,0.662758,1
O=C(Cc1nc(O)cc(N2CCOCC2)n1)N1CCc2c1cccc2C(F)(F)F,0.662758,1
Cn1c(N2CCCN(CCCN3c4ccccc4COc4ccc(C(C)(C)C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,0.662758,1
CO/C(O)=C1/C(C)=NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.662758,1
Cc1cn(C2C=CC(CO)O2)c(=O)nc1N,0.653213,1
Nc1nc(O)c(Cl)c(-c2ccc(OCC3CCOC3)c(OC(F)(F)F)c2)n1,0.80618,1
Oc1ncnc2c(-n3cc(CCN4CCC(c5cc(Cl)cc(Cl)c5)CC4)cn3)nccc12,0.802089,1
Cn1c(N2CCCN(CCCN3c4ccccc4COc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,0.799341,1
C[C@H]1Cn2c(nnc2C(C)(C)C)CN1C(=O)c1cccc(C(F)(F)c2nnc(O)c3ccccc23)c1,0.792392,1
O=c1cc([C@H]2CCN[C@@H](CC3CCCCC3)C2)o[nH]1,0.792392,1
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,0.78746,1
Cc1nn(-c2ccc3onc(N)c3c2)c2c(=O)n(-c3ccc(-c4ccccc4CN(C)C)cc3)c(C)nc12,0.78533,1
CCCCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(O)c2nn(C3CN(C)C3)c(CC)c2n1,0.778151,1
O=C(Cc1nc(O)cc(N2CCOCC2)n1)N1CCc2ccccc21,0.770852,1
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,0.763428,1
CN(C)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4ccccc4S(N)(=O)=O)c3C2=O)cc1,0.763428,1
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,0.763171,1
COc1ccc(C2CCN(CCc3cnn(-c4nccc5c(O)ncnc45)c3)CC2)cc1,0.761176,1
COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)cc1,0.740363,1
CN(C)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4cccc(C(N)=O)c4)c3C2=O)cc1,0.740363,1
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2nc(Br)cc-2c1O,0.738781,1
CC(=O)NC(c1cccs1)c1cc(Br)c2cccnc2c1O,0.944483,1
Cn1cc(-c2ccc(Cc3[nH]nc4ccc(C(=O)N5CC[C@@H](O)C5)cc34)cc2)cn1,0.939519,1
C[C@H]1Cn2c(nnc2C(C)(C)F)CN1C(=O)c1cccc(C(F)(F)c2nnc(O)c3ccccc23)c1,0.924279,1
Nc1nc(O)c(Cl)c(-c2ccc(OCC3CCOC3)c(C(F)(F)F)c2)n1,0.924279,1
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,0.908485,1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.9,1
Oc1nc2ccccc2n1CCCN1CCC(n2c(O)nc3cc(Cl)ccc32)CC1,0.888367,1
CC1CN(C(=O)Cc2nc(O)cc(N3CCOCC3)n2)c2ccccc21,0.875061,1
Cc1cccc2c1CCN2C(=O)Cc1nc(O)cc(N2CCOCC2)n1,0.869232,1
O=C(Cc1nc(O)cc(N2CCOCC2)n1)N1CCc2c(-c3ccccc3)cccc21,0.851258,1
COc1ccccc1OCCNCC(O)OCc1cccc2[nH]c3ccccc3c12,0.840106,1
COC(=O)c1c(C)cc([N+](=O)[O-])c(C(=O)OCCN(C)Cc2ccccc2)c1C1C=C(C)NC(C)=C1,0.838849,1
CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0.838849,1
Cn1c(N2CCCN(CC/C=C3/c4ccccc4CCc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,0.838849,1
Oc1ncnc2c(-n3cc(CCN4CCC(Cc5ccc(Cl)cc5)CC4)cn3)nccc12,0.836324,1
CC1=[C+]N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O,0.814913,1
Cc1ccccc1C(OCCN(C)C)c1ccccc1,1.021189,1
Nc1nc(N2CCCCC2)cc[n+]1[O-],1.004322,1
CN(C)C(=O)c1cccc(N=c2c(O)c(O)/c2=N\C2CCCC2)c1O,1.004321,1
CCCCC1C(=O)C(=O)N(c2ccccc2)N1c1ccccc1,1.001734,1
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3F)cc1)CCO2,1.0,1
Nc1ncnc2c1C(=O)N(c1ccc(-c3c(F)cccc3F)c(F)c1)CCO2,1.0,1
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)c(F)c1)CCO2,1.0,1
Nc1ncnc2c1C(=O)N(c1ccc(-c3c(F)cccc3F)cc1)CCO2,1.0,1
Cc1ccccc1-c1ccc(N2CCOc3ncnc(N)c3C2=O)cc1,1.0,1
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3)cc1)CCO2,1.0,1
COc1ccc(CCC2(C3CCCC3)CC(=O)C(Cc3nc4nc(C)cc(C)n4n3)=C(O)O2)cc1Cl,1.0,1
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,1.0,1
CN(CCc1cnn(-c2nccc3c(O)ncnc23)c1)Cc1ccc(F)cc1,0.999131,1
CC(C)(C)CCN1C(=O)/C(=C2/NS(=O)(=O)c3ccccc32)C(=O)[C@@H]1C(C)(C)C,0.995635,1
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0.995635,1
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,0.982271,1
O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,1.110589,1
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,1.103804,1
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1.103804,1
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1.089905,1
Cn1ncc2cc(Cc3[nH]nc4ccc(C(=O)N5CC(O)C5)cc34)ccc21,1.082785,1
Cc1nsc(NS(=O)(=O)c2ccc(N)cc2)c1C,1.079905,1
N#Cc1cccnc1N1CCN(C(=O)c2cccc(Oc3nnc(O)c4ccccc34)c2)CC1,1.079181,1
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1.071882,1
Cc1cccc(C(=O)N2c3cccc(O)c3N=C3CC(C)(C)CC(O)=C3[C@@H]2c2ccc(OCc3ccccc3)cc2F)n1,1.064458,1
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.053079,1
CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12,1.047275,1
Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,1.042969,1
Cc1nn(-c2ccc3onc(N)c3c2)c2c(=O)n(-c3ccc(-c4ccccc4CN(C)C)cc3)cnc12,1.041393,1
CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,1.041393,1
Cc1nc(C(=O)N2c3cccc(O)c3N=C3CC(C)(C)CC(O)=C3[C@@H]2c2ccc(OCc3ccccc3)cc2F)c(C)o1,1.037426,1
Cc1cc(C2CCN(CCCF)CC2)cc2[nH]c(-c3c(NCCn4cc(Cl)cn4)ccnc3O)nc12,1.037426,1
C1=C\COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,1.20412,1
CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(O)c2nn(CCOC)c(CC)c2n1,1.20412,1
Oc1ncnc2c(-n3cc(CCN4CCC(c5ccc(F)cc5F)CC4)cn3)nccc12,1.197005,1
CN1CCN(c2c(F)cc3c(c2F)N(CCF)CC(C(=O)O)C3=O)CC1,1.190052,1
Oc1ncnc2c(-n3cc(CCN4CCC(c5cccc(C(F)(F)F)c5)CC4)cn3)nccc12,1.184975,1
CC(CS)C(=O)N1CCCC1C(=O)O,1.184691,1
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,1.178977,1
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1.161368,1
COc1ccc(/C=C2\CNC/C(=C\c3ccc(OC)c(OC)c3)C2=O)cc1OC,1.158362,1
Oc1ncnc2c(-n3cc(CCN4CCC(c5ccc(F)cc5)CC4)cn3)nccc12,1.156246,1
COc1ccc2cncc(Cc3nc4c(=O)n(C)c(=O)n(CC(C)C)c4[nH]3)c2c1,1.139879,1
C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(O)nn2)cc1,1.130334,1
NCCc1ccc(O)c(O)c1,1.13,1
O=C(NCc1ccccn1)c1ccc2c(c1)Cc1c-2n[nH]c1-c1ccc(-c2ccc(O)cc2)cc1,1.122544,1
C=CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1.117271,1
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1.11227,1
CN(CCc1cnn(-c2nccc3c(O)ncnc23)c1)Cc1ccc(Cl)c(Cl)c1,1.326541,1
C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,1.326336,1
CN1/C(=C(\O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,1.321349,1
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,1.308208,1
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,1.30197,1
COC(=O)N[C@H](C(=O)NN(CCC[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)Cc1ccc(Br)cc1)C(C)(C)C,1.30103,1
COc1ccc(/C=C/C(=O)O)cc1OC,1.298853,1
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1.296665,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.288249,1
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)OCC3)C1,1.278754,1
CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,1.268355,1
Oc1ncnc2c(-n3cc(CCN4CCC(c5cccs5)CC4)cn3)nccc12,1.251151,1
O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,1.23,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.208685,1
O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,1.208172,1
CN(C)CCN(c1ccc(Cl)cc1)c1ccccn1,1.20412,1
CCCS(=O)(=O)N1CCC(CNC(=O)c2c(F)cccc2Cl)(C(=O)N2CCOCC2)CC1,1.342423,1
CCCS(=O)(=O)N1CCC(CNC(=O)c2ccc(F)cc2C(F)(F)F)(C(=O)N2CCOCC2)CC1,1.342423,1
CCCS(=O)(=O)N1CCC(CNC(=O)c2ccc(C(F)(F)F)cc2F)(C(=O)N2CCOCC2)CC1,1.342423,1
CCCS(=O)(=O)N1CCC(CNC(=O)c2ccc(F)cc2Cl)(C(=O)N2CCOCC2)CC1,1.342423,1
CCCS(=O)(=O)N1CCC(CNC(=O)c2c(F)cccc2F)(C(=O)N2CCOCC2)CC1,1.342423,1
CCCS(=O)(=O)N1CCC(CNC(=O)c2ccccc2)(C(=O)N2CCOCC2)CC1,1.342423,1
CCCS(=O)(=O)N1CCC(CNC(=O)C2CC2)(C(=O)N2CCOCC2)CC1,1.342423,1
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,1.34,1
C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,1.33646,1
COc1ncccc1[C@@H](C)c1c(CCN(C)C)sc2ccccc12,1.33646,1
C[C@H](c1c(CCN(C)C)sc2ccccc12)n1cccn1,1.33646,1
C[C@H](c1cccnc1F)c1c(CCN(C)C)sc2ccccc12,1.33646,1
CC(C)N1CCN(C(=O)c2ccc(CN3CCOCC3)cc2)CC1,1.335458,1
CCN1C(=O)c2ccccc2S(=O)c2ccc(C(=O)NCc3ccc(OC)cc3)cc21,1.334454,1
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,1.332439,1
CC(C)NC(C)C(O)c1cccc2ccccc12,1.328176,1
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1.477121,1
O=C1NNC(=O)C1(c1ccccc1)c1ccccc1,1.470606,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,1.463893,1
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,1.459995,1
CCOP(=O)(OCC)N1C/C(=C\c2cc(OC)c(OC)c(OC)c2)C(=O)/C(=C/c2cc(OC)c(OC)c(OC)c2)C1,1.454845,1
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,1.453318,1
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,1.451018,1
CC1=NNC2=CN=C(c3ccccc3Cl)c3cc(Cl)ccc3N21,1.447158,1
Cn1cc(-c2ccc(Cc3[nH]nc4ccc(C(=O)N5CCCC5)cc34)cc2)cn1,1.444045,1
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1.426457,1
CC(C)NCC(O)COc1cccc2ccccc12,1.42,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.404834,1
CN1C(C(=O)Nc2ccccn2)=Cc2sccc2S1(=O)=O,1.392697,1
COc1cccc(/C=C2\CNC/C(=C\c3cccc(OC)c3OC)C2=O)c1OC,1.369216,1
COc1cc2cncc(Cc3nc4c(=O)n(C)c(=O)n(CC(C)(C)C)c4[nH]3)c2cc1OC,1.369216,1
CCCS(=O)(=O)N1CCC(CNC(=O)CC)(C(=O)N2CCOCC2)CC1,1.342423,1
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,1.601277,1
Cn1cc(-c2ccc(Cc3[nH]nc4ccc(C(=O)N5CC(F)(F)C5)cc34)cc2)cn1,1.591065,1
COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,1.579784,1
Oc1cc(COc2cc(Cl)cc(Cl)c2)n[nH]1,1.564666,1
Cn1cc(-c2ccc(Cc3[nH]nc4ccc(C(=O)N5CCC(F)(F)C5)cc34)cc2)cn1,1.562293,1
COc1ccc(NC(=O)c2ccc(CS(C)=O)c3ccccc23)c(C(=O)NCC2CCOCC2)n1,1.544068,1
Cn1ncc2cc(Cc3[nH]nc4ccc(C(=O)N5CCC(F)(F)C5)cc34)ccc21,1.523746,1
Clc1cccc(Cl)c1N=C1NCCN1,1.514548,1
COc1ccccc1/C=C1\CNC/C(=C\c2ccccc2OC)C1=O,1.511883,1
Oc1cc(N2CCOCC2)nc(Cc2nc3cccc(-c4ccccc4)c3o2)n1,1.509203,1
CCCN(CCC)C(=O)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,1.503791,1
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1.502427,1
Cn1cc(-c2ccc(Cc3[nH]nc4ccc(C(=O)N5CCOCC5)cc34)cc2)cn1,1.498311,1
COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.492341,1
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,1.491362,1
Cc1ncc(CO)c(CO)c1O,1.48,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1.72,1
CC(C)(C)NC[C@@H](COc1nsnc1N1CCOCC1)OC(=O)C1CC1,1.719147,1
Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cc(Cl)c[n+]2[O-])cn1,1.718502,1
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1.681241,1
Cn1cc[nH]c1=S,1.681241,1
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1.676693,1
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1.675778,1
CCOc1ccc(-c2n[nH]c(SCC(=O)Nc3cc(C)cc(C)c3)n2)cc1,1.663701,1
CC(C)c1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)co1,1.654177,1
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1.643453,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,1.642479,1
CC12CC3CC(C)(C1)CC(N)(C3)C2,1.63749,1
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1.612784,1
CCOc1ccccc1OCC1COCCN1,1.607884,1
CC(N)Cc1ccccc1,1.605843,1
CCc1c2nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)cnc3OCC(C)C)nc(O)c2nn1CCOC,1.60206,1
C#CC#CC/C=C\CCCCC/C=C/C(=O)NCC(C)CC,1.57,1
CC(NC(C)(C)C)C(=O)c1ccc(Cl)cc1,2.176091,1
C#CC#CCCCC/C=C/C(=O)NCC(C)C,2.14,1
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,2.075547,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.053463,1
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,2.045323,1
Cn1c2c(c3ccccc31)C(=O)C(Cn1ccnc1)CC2,2.041393,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,2.0,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,1.982271,1
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.950851,1
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,1.918554,1
Cc1cnc(CS(=O)c2nc3ccccc3[nH]2)cc1OCC(F)(F)F,1.893762,1
O=c1ccc2ccccc2o1,1.889974,1
CC#CC#CCC/C=C\C=C\C(=O)NCC(C)CC,1.877531,1
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1.826161,1
CCN(CC)CC(=O)Nc1c(C)cccc1C,1.790003,1
C/C=C\C=C/CC/C=C/C=C/C(=O)NCC(C)C,1.755875,1
C/C=C\C#CCC/C=C\C=C\C(=O)NCC(C)C,2.14,1
C/C=C\C#C/C=C/C(O)CCCCCC(C)=O,1.690098,1
C/C=C/c1cc(OC)c2c(c1)C(C)C(c1cc(OC)c(O)c(OC)c1)O2,0.66,1
C/C=C/C#CCC/C=C\C=C\C(=O)NCC(C)C,2.0,1
C/C=C(\C)C(=O)O[C@H]1[C@@H](OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,1.42,1
C/C=C(\C)C(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3cccc(N=[N+]=[N-])c3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](OC(=O)CC)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C,0.977724,1
C/C=C(/C)C(=O)O[C@H](c1cc2ccc(=O)oc2cc1OC)[C@H](O)C(C)(C)O,1.18763,1
C/C=C(/C)C(=O)O[C@@H]([C@@H](O)c1cc2ccc(=O)oc2cc1OC)C(C)(C)O,1.150071,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,1.1606839999999998,1
C#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@@]4(C)[C@@H]3CC[C@]21C,1.438539,1
C#CCN1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(Cn3c(C(C)(C)C)nc4ccccc43)cc2)C1,-0.39794,1
C#CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,1.313867,1
C#CCN(CC#C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,1.214844,1
C#CCN(CC#C)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,1.39794,1
C#CC#CC/C=C\CCCCCC(C)=O,1.507575,1
